image_name,camera,variation_id,ground_truth_posture,ground_truth_status,ground_truth_error,ground_truth_side,model_name,model_layout,hand_refined_left,hand_refined_right,landmark_detection_status,processing_ms,detect_ms,pose_ms,landmarks_supported_by_model,required_landmarks_available,parameter_calculation_ok,landmarks_available_count,body_landmarks_available,feet_landmarks_available,arm_landmarks_available,left_hand_available,right_hand_available,left_knee_flexion_deg,right_knee_flexion_deg,mean_knee_flexion_deg,left_knee_joint_angle_deg,right_knee_joint_angle_deg,knee_asymmetry_deg,foot_separation_norm,heel_separation_norm,toe_separation_norm,toe_heel_separation_ratio,foot_line_deviation_deg,ankle_line_deviation_deg,left_foot_turnout_deg,right_foot_turnout_deg,mean_foot_turnout_deg,foot_turnout_asymmetry_deg,left_knee_foot_alignment_deg,right_knee_foot_alignment_deg,mean_knee_foot_alignment_deg,knee_spread_norm,knee_over_ankle_spread_ratio,trunk_inclination_deg,hip_tilt_deg,shoulder_tilt_deg,pelvic_symmetry_deg,com_lateral_offset_norm,pelvis_lateral_offset_norm,leg_length_ratio_proxy,weight_shift_proxy,left_heel_lift_norm,right_heel_lift_norm,mean_heel_lift_norm,hip_height_norm,knee_height_norm,hip_height_torso_norm,knee_height_torso_norm,trunk_foreshortening_ratio,left_foot_length_norm,right_foot_length_norm,shin_crossing_angle_deg,shin_crossing_distance_norm,ankle_crossing_signed_norm,knee_crossing_signed_norm,left_ankle_hip_deviation_norm,right_ankle_hip_deviation_norm,left_elbow_shoulder_alignment_norm,right_elbow_shoulder_alignment_norm,mean_elbow_shoulder_alignment_norm,left_arm_abduction_deg,right_arm_abduction_deg,shoulder_width_px,scale_px,view_class,facing,mudra_measurable,shoulder_torso_ratio,torso_height_px,mudra_hand_used,left_hand_palm_size_px,left_hand_mean_finger_straightness_deg,left_hand_min_finger_straightness_deg,left_hand_mean_finger_flexion_deg,left_hand_mean_interfinger_spread_deg,left_hand_max_interfinger_spread_deg,left_hand_mean_adjacent_fingertip_gap_norm,left_hand_max_adjacent_fingertip_gap_norm,left_hand_index_pinky_tip_gap_norm,left_hand_palm_opening_norm,left_hand_pinky_relative_extension,left_hand_thumb_index_tip_distance_norm,left_hand_thumb_middle_tip_distance_norm,left_hand_fingertip_cluster_spread_norm,left_hand_extended_finger_contrast,left_hand_ring_pinky_straightness_deg,left_hand_wrist_joint_angle_deg,left_hand_wrist_deviation_deg,left_hand_palm_axis_from_vertical_deg,left_hand_wrist_lift_norm,right_hand_palm_size_px,right_hand_mean_finger_straightness_deg,right_hand_min_finger_straightness_deg,right_hand_mean_finger_flexion_deg,right_hand_mean_interfinger_spread_deg,right_hand_max_interfinger_spread_deg,right_hand_mean_adjacent_fingertip_gap_norm,right_hand_max_adjacent_fingertip_gap_norm,right_hand_index_pinky_tip_gap_norm,right_hand_palm_opening_norm,right_hand_pinky_relative_extension,right_hand_thumb_index_tip_distance_norm,right_hand_thumb_middle_tip_distance_norm,right_hand_fingertip_cluster_spread_norm,right_hand_extended_finger_contrast,right_hand_ring_pinky_straightness_deg,right_hand_wrist_joint_angle_deg,right_hand_wrist_deviation_deg,right_hand_palm_axis_from_vertical_deg,right_hand_wrist_lift_norm,recognition_family,recognition_confidence,score_SAMAPADHAM,score_ARAMANDI,score_MUZHUMANDI,score_SWASTIKAPADAM,score_PATAKA,score_ALAPADMA,score_MUSHTI,score_KATAKAMUKHA,detected_posture,predicted_status,predicted_error,predicted_error_text,predicted_error_kind,primary_parameter,primary_value,primary_expected,predicted_side,borderline,rule_message,posture_correct,status_correct,error_correct,unused_landmark_slots
DJI_20260917131455_0056_D.JPG,Cam 5,1,ARAMANDI,CORRECT,,,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,695.76,551.19,144.57,67,1,1,63.0,1.0,1.0,1.0,1.0,1.0,61.53882899922918,22.601923529843447,42.070376264536314,118.46117100077082,157.39807647015655,38.936905469385735,0.5815982629073844,0.3919421686745715,1.7423601383510485,4.445452103924356,11.309886685273318,7.594612176260036,82.09284090190661,70.55992854086728,76.32638472138694,11.532912361039337,24.412458118300123,5.658510202542331,15.035484160421227,1.4220242992419716,2.4450284499361024,3.1579307964529164,1.789938483507902,2.20258761074829,1.789938483507902,-0.1345148840187626,-0.0576490078442359,0.9725088496067628,0.09608194593149925,0.09608274450481749,0.23059922567021657,0.16334098508751704,2.1042127435141578,0.9800443133784656,1.5080513670774403,0.7023801044558793,1.3953190119724244,0.6984366183890949,0.6928631884521568,46.10117847298391,0.5815982629073844,0.5764964670289049,1.4220242992419716,0.0384321395139451,0.0768658761745267,0.5957125367858775,0.6341462734464591,0.6149294051161683,45.90935885811028,42.273681823547335,305.72098944652015,305.72098944652015,CORONAL,FRONT,1.0,0.7166819855671565,426.57830893375046,right,0.0,,,,,,,,,,,,,,,,,,,0.6445897782881145,141.20795369743277,133.2637693926362,115.25457992284811,46.73623060736381,13.07439484177168,13.32242807531175,0.17108288540120287,0.17955254915174054,,1.011111791727078,,0.601252605860125,0.611248405639005,0.27756989179906705,-0.0014559340808846244,150.65266962737374,151.20810619687296,28.79189380312704,103.51839489844845,0.36890373868553217,BODY,0.9868,0.4618,0.9868,0.126,0.3484,0.6793,0.4378,0.7113,0.6276,ARAMANDI,INCORRECT,KNEE_ASYMMETRY,Knees bent unequally,SECONDARY,knee_asymmetry_deg,38.936905469385735,<= 10°,,True,2 of 8 parameter checks out of range,1,0,0,4
DJI_20260917131459_0057_D.JPG,Cam 5,1,ARAMANDI,CORRECT,,,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,479.07,342.97,136.1,67,1,1,67.0,1.0,1.0,1.0,1.0,1.0,59.83788513306337,22.709377364794193,41.27363124892878,120.16211486693663,157.2906226352058,37.12850776826917,0.6197156635260503,0.4108035374387148,1.7019415553534343,4.142957399940443,10.784261428273501,7.125071248128757,79.99200423232722,70.01689347810002,75.00444885521361,9.975110754227202,20.61061404401387,5.946873818523159,13.278743931268515,1.4221555174663196,2.2948516572496445,2.36950896790303,1.789887398813712,2.2026157316862878,1.789887398813712,-0.13451660090300477,-0.07686685705520267,0.9730081176103157,0.10569172897910373,0.11529948769560419,0.23059897539120838,0.1729492315434063,2.104213655726777,0.9704366898653355,1.509052588426259,0.6959559428575661,1.3943938547040247,0.6634582046361384,0.6747729516683785,44.65484251506348,0.6197156635260503,0.6149300691184225,1.422025685100452,0.07686685705520267,0.07686685705520267,0.5957137537982218,0.6341471823258231,0.6149304680620225,45.0,42.27368900609374,305.9838847626991,305.9838847626991,CORONAL,FRONT,1.0,0.7171574922153261,426.66204855157207,right,0.0,,,,,,,,,,,,,,,,,,,0.653550832235217,7.1820068359375,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999938811931679,1.0,0.0,0.0,0.0,0.0,180.0,117.47141676773646,62.52858323226354,180.0,0.13749223753485948,BODY,0.9913,0.4527,0.9913,0.124,0.3271,0.7031,0.1888,0.3751,0.2539,ARAMANDI,INCORRECT,KNEE_ASYMMETRY,Knees bent unequally,SECONDARY,knee_asymmetry_deg,37.12850776826917,<= 10°,,True,1 of 8 parameter checks out of range,1,0,0,0
DJI_20260917131827_0058_D.JPG,Cam 5,2,SAMAPADHAM,CORRECT,,,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,462.05,314.83,147.22,67,1,1,46.0,1.0,1.0,1.0,0.0,1.0,8.159456724522812,11.574022949371482,9.866739836947147,171.8405432754772,168.42597705062852,3.41456622484867,0.255605714989118,0.19701834078830827,0.1580537728679574,0.8022287277192259,5.7106793195700645,4.39860295044809,3.576249702011353,3.179756467355716,3.3780030846835345,0.3964932346556367,88.18697940613896,80.65091462333476,84.41894701473686,0.5881216402498618,2.3008939384430436,3.5035250231886397,4.085600210707922,1.123275951949598,4.085600210707922,-0.19604054674995391,-0.10782244962514081,0.9975780153000301,0.15193149818754736,0.3136651726252586,0.3528731330625832,0.3332691528439209,2.244664855937637,1.0488168506559203,1.5549117123383598,0.7265305557169696,1.4435963393458457,0.31427717378483083,0.35341724559159676,17.918112139893513,0.255605714989118,0.25485285968760624,0.5881216402498618,0.03920796043732462,0.25485285968760624,0.5881216402498618,0.6077259927501895,0.5979238165000256,41.98716440522552,41.054791881226656,327.8977286366659,327.8977286366659,CORONAL,FRONT,1.0,0.6927144193598759,473.3519607397084,right,,,,,,,,,,,,,,,,,,,,0.6350507951688794,138.77586435732113,98.76720298600722,26.83030359112387,81.23279701399278,23.55385836795041,32.358976924790056,0.4591492160940683,0.6438352367046013,,0.876717525646741,,0.6455553586425398,0.7359560186948771,0.3251315947020181,-0.6028355089098578,77.95699350982129,125.85230745773947,54.14769254226053,81.69432707057703,0.3886472101178728,BODY,0.9295,0.9295,0.6692,0.0773,0.708,0.4117,0.5624,0.4113,0.5663,SAMAPADHAM,CORRECT,,,,foot_gap_norm,0.0,<= 0.05,,True,7 parameter checks within range,1,1,0,21
DJI_20260917131830_0059_D.JPG,Cam 5,2,SAMAPADHAM,CORRECT,,,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,449.73,301.96,147.77,67,1,1,66.0,1.0,1.0,1.0,1.0,1.0,7.00662460504671,8.74356016393017,7.87509238448844,172.9933753949533,171.25643983606983,1.7369355588834594,0.2770834742995319,0.19690532894665164,0.1774212039699594,0.9010482596843726,5.710593137499642,8.130124145481448,0.0,3.366340435463485,1.6831702177317425,3.366340435463485,85.76359628225903,81.85252431905703,83.80806030065803,0.5695397019863881,2.055480585502931,3.179820062340143,3.945191386740734,2.2457459119679934,3.945191386740734,-0.20572415892897483,-0.1273532814140924,0.992832474872365,0.16653872017153362,0.3330770677569697,0.3330770677569697,0.3330770677569697,2.272761781895248,1.058009640846644,1.6086299694140158,0.7488448766397436,1.412855551064462,0.3330770677569697,0.33365278684396965,15.750219834147366,0.2770834742995319,0.27429863018123474,0.5681900728877145,0.019592812525244988,0.2742993753534298,0.5877836305851545,0.6073756979382045,0.5975796642616795,41.987208482686555,41.05484342777636,327.62981041409904,327.62981041409904,CORONAL,FRONT,1.0,0.7077864394888693,462.8935963377571,right,0.0,,,,,,,,,,,,,,,,,,,0.6419006791581989,38.061657222294905,127.86392096021048,99.40061203764843,52.13607903978952,4.867740866966787,4.946608669622462,0.100151989213987,0.18694931080850266,,3.564636735415832,,2.6376491592916604,2.694764722046773,1.1872885750499225,0.0014957391602612446,122.78293063399585,119.22927614337253,60.77072385662747,55.88554177752079,0.3526306478236447,BODY,0.9519,0.9519,0.6565,0.0614,0.6782,0.4615,0.1724,0.5324,0.0672,SAMAPADHAM,CORRECT,,,,foot_gap_norm,0.0,<= 0.05,,True,7 parameter checks within range,1,1,0,1
DJI_20260917131942_0060_D.JPG,Cam 5,3,MUZHUMANDI,CORRECT,,,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,479.16,327.3,151.86,67,1,1,59.0,1.0,1.0,1.0,1.0,1.0,147.91982628913684,163.50549109130947,155.71265869022315,32.08017371086316,16.49450890869054,15.58566480217263,0.960501736507631,0.8717502788436058,0.9689741049329587,1.1115271522692511,12.633303695581846,7.016509013525577,27.349823137850827,10.175554529065877,18.762688833458352,17.17426860878495,23.47129239447159,9.310604553602346,16.390948474036968,2.7858989331639026,2.9004621514724027,2.6025614882752683,3.652312737882661,4.205348954587629,3.652312737882661,-0.08066475247192831,-0.01466650000054743,0.7357080766400562,0.047665626236237865,0.42532251482938016,0.5719843227353902,0.4986534187823852,0.5206529692769898,-0.13932995444925197,0.3582159544592209,-0.09586080472585588,1.4534611392811672,0.4788492054627094,0.5811247925864695,164.39237166071104,0.960501736507631,0.9533085346004272,2.771927401822863,0.1466634039557422,0.11733040395464735,0.5426521207591615,0.6453164237256944,0.593984272242428,47.23118825864942,42.273685479407895,305.9310998803412,305.9310998803412,CORONAL,FRONT,1.0,0.6880128907296181,444.65896497362127,left,79.24165457836196,157.40437310581905,148.6614657618143,22.595626894180953,5.005296444814843,5.005296444814843,0.1417551187695329,0.1417551187695329,,1.4304672285049231,,1.7410732744588069,1.842881222422187,0.7974969764746198,,,134.2576830395268,45.742316960473204,88.71743011382756,0.2954884797392865,,,,,,,,,,,,,,,,,,,,0.2977793966847549,BODY,0.8189,0.0693,0.2497,0.8189,0.1741,0.7895,0.4256,0.1325,0.0807,MUZHUMANDI,INCORRECT,KNEES_FACING_FORWARD,Feet and knees facing forward,CANONICAL,turnout_deviation_deg,26.237311166541648,<= 8°,,False,2 of 6 parameter checks out of range,1,0,0,8
DJI_20260917131944_0061_D.JPG,Cam 5,3,MUZHUMANDI,CORRECT,,,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,423.81,297.23,126.58,67,1,1,60.0,1.0,1.0,1.0,0.0,1.0,144.79355675443907,158.61568167868762,151.70461921656334,35.20644324556092,21.384318321312367,13.822124924248556,0.9402120847223602,0.7062742458972145,0.9694139088604292,1.3725743427454804,2.489477391225966,5.617513380835934,27.29954943897058,2.045345725464273,14.672447582217426,25.254203713506307,21.290616598044238,17.656308314915776,19.473462456480007,2.8679553918107534,3.050328152990765,2.3735882097468792,2.5448650862261046,4.398665504831637,2.5448650862261046,-0.10737552906763177,-0.04601855497322185,0.8013723866230142,0.0766970420204268,0.4755186102377129,0.42950046746569825,0.4525095388517056,0.6135718019501353,-0.09970570120522693,0.4141522006138895,-0.06729992388283118,1.4815128376491782,0.5351198049653364,0.42977427947655295,170.39797025147485,0.9402120847223602,0.9356967403482017,2.8531083638166197,0.1687329153632489,0.07669580541680521,0.5675532469769135,0.6595895325209427,0.6135713897489281,47.23118912830212,43.6360393197568,296.14254001983875,296.14254001983875,CORONAL,FRONT,1.0,0.6749857136484697,438.73897481342664,right,142.9425215369181,129.19323343880964,129.19323343880964,50.80676656119036,1.9025387994458063,1.9025387994458063,0.28613656676125737,0.7579131215152923,0.7411631223993427,1.651883778588857,0.9213459739479293,0.7830364122256077,0.7411631223993427,0.33871100769443324,-0.05643804432991728,,58.4828748344767,121.5171251655233,26.35045427982996,-0.013605443381884214,252.57470703125,151.56052473199935,119.51812173396324,28.43947526800065,1.6149806358263383,3.737917352616701,0.018239681328663906,0.02929853930786234,0.024813227633932202,0.2989309378615055,0.923270414030605,0.2384553066015135,0.25361405515243785,0.10935434181396646,-0.011014907946154062,148.78804680456253,154.07386321508642,25.92613678491358,90.0,0.6331987261425214,BODY,0.8724,0.0762,0.2582,0.8724,0.1108,0.5906,0.2907,0.7528,0.4897,MUZHUMANDI,INCORRECT,KNEES_FACING_FORWARD,Feet and knees facing forward,CANONICAL,turnout_deviation_deg,30.327552417782574,<= 8°,,True,1 of 6 parameter checks out of range,1,0,0,7
DJI_20260917132031_0062_D.JPG,Cam 5,4,SWASTIKAPADAM,CORRECT,,RIGHT,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,468.43,323.93,144.5,67,1,1,67.0,1.0,1.0,1.0,1.0,1.0,27.089921679857213,1.6466098409993322,14.368265760428272,152.9100783201428,178.35339015900067,25.44331183885788,0.01999640190192264,0.044712567641609524,0.06323338340413939,1.4142194631044716,26.563138416741754,90.0,79.87528696828419,80.21770616620688,80.04649656724553,0.3424191979226947,14.054394114973363,13.148775108933194,13.601584611953278,0.5002998105230931,25.019491655395743,4.194188390301901,2.1211389753742034,1.145737982149905,2.1211389753742034,0.0,0.10997812437291159,0.9875735004367858,0.054989062186455794,0.09998034063948286,0.0999786717693525,0.09997950620441767,2.1595675975667237,0.9997996514370352,1.4361435704044387,0.66488117469522,1.503726815389744,0.568744372154224,0.5884387727503069,27.545588421829258,0.0011742363325717058,0.0,0.4999000343272839,0.37992412622094357,0.15996787747512042,0.5998795405317016,0.679864313704327,0.6398719271180142,45.93921021730652,40.46217241741457,292.5819337996737,292.5819337996737,CORONAL,FRONT,1.0,0.6650144093764895,439.9632995531563,left,2.433349609375,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880004013243704,1.0000000000000002,0.0,0.0,0.0,0.0,180.0,2.969099428945446,177.03090057105456,90.0,0.6412630381556413,0.0,,,,,,,,,,,,,,,,,,,0.6534303016967125,BODY,0.9791,0.8314,0.6354,0.1225,0.9791,0.7031,0.1888,0.3751,0.2539,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi (left leg),CANONICAL,mean_knee_flexion_deg,14.368265760428272,30-45°,LEFT,False,1 of 5 parameter checks out of range,1,0,0,0
DJI_20260917132033_0063_D.JPG,Cam 5,4,SWASTIKAPADAM,CORRECT,,RIGHT,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,474.72,296.75,177.97,67,1,1,61.0,1.0,1.0,1.0,1.0,1.0,28.775055396099305,10.342522472279427,19.558788934189366,151.2249446039007,169.65747752772057,18.432532923819878,0.07690817614202432,0.042993967762684056,0.027190861754063905,0.6324343429792444,63.43350915812727,0.0,80.53769076212714,78.69006752597979,79.61387914405347,1.8476232361473564,15.621314171454102,7.733616771985552,11.677465471719827,0.4426440093156759,5.7554870173784485,4.604462244103416,4.398712412275864,1.101684825961101,4.398712412275864,0.019227245338407625,0.1345899121572472,0.9692105613236771,0.07690857874782742,0.09613582408623503,0.11536347203044575,0.10574964805834039,2.076538873095796,0.9132927444540514,1.4449855375966696,0.6355261750340441,1.4370655062399718,0.5847721828269422,0.5882405950390583,21.5073077072923,0.07675840506845442,0.07690817614202432,0.4422262401775723,0.34608961087973106,0.07690978656523668,0.557589712208018,0.6344986935616486,0.5960442028848333,45.9710026360553,40.3140335439897,303.2005787338286,303.2005787338286,CORONAL,FRONT,1.0,0.6958625028976325,435.71909317038177,right,0.0,,,,,,,,,,,,,,,,,,,0.6480778263762689,118.13993355861881,123.21436399533813,98.0272984081175,56.78563600466187,,,,,,,,,,,,121.48483496265811,141.9544160766893,38.04558392331069,96.31440681564271,0.3752229908023134,BODY,0.8141,0.7718,0.7129,0.1215,0.8141,0.005,0.1842,0.992,,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi (left leg),CANONICAL,mean_knee_flexion_deg,19.558788934189366,30-45°,LEFT,False,1 of 5 parameter checks out of range,1,0,0,6
DJI_20260917132059_0064_D.JPG,Cam 5,5,SWASTIKAPADAM,CORRECT,,LEFT,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,484.98,342.67,142.31,67,1,1,67.0,1.0,1.0,1.0,1.0,1.0,3.4129057458134184,65.36840543459644,34.39065559020493,176.58709425418658,114.63159456540356,61.95549968878302,0.08145446340479434,0.1651549866306795,0.09789520795726372,0.5927475152547318,35.53755099633507,45.00039095069778,65.69548722764024,58.781635044503176,62.23856113607171,6.913852183137067,26.849354147299657,21.155405237672724,24.00237969248619,0.9074375436361628,11.140427494151927,1.824102001158957,10.954086171233532,3.301869997551959,10.954086171233532,-0.35517844260480147,-0.30718100524739456,0.9657747526305087,0.331179723926098,0.26878313396268144,0.3839763548107587,0.32637974438672007,2.044676919010937,0.7871526277790293,1.356000233996764,0.5220282664392035,1.507873573874189,0.6530422348355729,0.7408363911764735,54.918611568109455,0.0,-0.057596610424038644,0.9023458486271065,0.01919913214538761,0.6335611426401767,0.6527610607976885,0.6335619286523009,0.6431614947249946,41.42364965218303,43.21009969004874,310.6066910260128,310.6066910260128,CORONAL,FRONT,1.0,0.6631855729328114,468.35562126662995,left,53.337144684362386,171.29083993461148,167.03711775525122,8.709160065388517,4.422916809234238,5.273153464291906,0.522730270212426,1.0451805339122098,1.5081062517659836,1.9089723344681688,0.46938806470379807,1.6625071259936766,1.6745581840364807,0.7416000097548208,-1.2659414655939014,171.40119534343052,88.98584387784503,91.01415612215497,26.82196805300618,0.3506950542320793,2.1876220703125,121.90180297963066,87.75057007306202,58.09819702036934,5.364688161525998,7.152917548701356,4.570201901419755,12.419999565964444,12.772277336332612,8.131461860277252,0.9384374212338283,0.24998604988560907,0.750013950114391,0.35696422759051677,-0.3234325021255664,87.75057007306202,173.03819203883526,6.961807961164737,90.0,0.6524160921016711,BODY,0.9402,0.535,0.8277,0.1771,0.9402,0.6097,0.5268,0.0323,0.0298,SWASTIKAPADAM,CORRECT,,,,ankle_crossing_signed_norm,-0.057596610424038644,>= -0.55,RIGHT,False,5 parameter checks within range,1,1,0,0
DJI_20260917132100_0065_D.JPG,Cam 5,5,SWASTIKAPADAM,CORRECT,,LEFT,rtmw_l_wholebody,coco_wholebody_133,1,1,OK,439.4,295.39,144.01,67,1,1,49.0,1.0,1.0,1.0,0.0,1.0,5.759627707004881,65.56964678818962,35.66463724759725,174.24037229299512,114.43035321181038,59.810019081184734,0.10473814622968686,0.17070287990601504,0.09257641162503902,0.5423248376126366,40.60137749010142,45.000293410725966,67.52062041239598,59.85865463475615,63.68963752357607,7.6619657776398356,27.343850772170242,22.988741340396714,25.16629605628348,0.898136464300562,8.575065500309526,1.5074524090002899,5.355795503068378,1.060890768370095,5.355795503068378,-0.3147610890275355,-0.2777299934059423,0.982614535162905,0.2962455412167389,0.2221835396062587,0.3332756886748006,0.27772961414052966,1.990398538919528,0.7683864162272169,1.4139835434368466,0.5458634169493966,1.4076532560496706,0.5810985000667659,0.6637174223238074,57.99455789020679,0.0,-0.07406067418153608,0.8887356754866852,0.055545695268858365,0.6110056820807429,0.5924907031680652,0.5924914616988904,0.5924910824334778,43.15238729400864,43.15235069408379,321.8598597238775,321.8598597238775,CORONAL,FRONT,1.0,0.7104022213583499,453.0670795320064,right,,,,,,,,,,,,,,,,,,,,0.3592374602902253,0.0,,,,,,,,,,,,,,,,,,,0.6263071586806643,BODY,0.9155,0.5465,0.8541,0.1517,0.9155,,,,,SWASTIKAPADAM,CORRECT,,,,ankle_crossing_signed_norm,-0.07406067418153608,>= -0.55,RIGHT,False,5 parameter checks within range,1,1,0,18
